Filter Set,Message Name,Message Subject,Matched,Refunded,Refunded %,Emails Sent,Emails Opened,Emails Opened %,Emails Clicked,Emails Clicked %,Emails Marked Spam %,Emails Bounced %,Emails Unsubscribed %,Revenue,Revenue from Emails,Emails Cost,Profit from Emails
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29786-0214_05A-3755,Keep Your Business Current And Competitive With Epicor,411,0,0,"177,572","6,836",3.85,"6,022",88.09,0,1.45,0,"15,618.00","3,192.00",122.52,"3,069.48"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29786-0221_03A-3814,Keep Your Business Current And Competitive With Epicor,411,0,0,"89,753","4,528",5.05,"1,940",42.84,0,14.61,0,"15,618.00","3,192.00",61.93,"3,130.07"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29782-0225_03A-3841,Expand Your Company Growth NOW With Epicor,411,0,0,"9,092",142,1.56,35,24.65,0,8.05,0.01,"15,618.00","3,192.00",6.27,"3,185.73"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation--A-3865,Successfully Select A ERP System NOW With Epicor,411,0,0,"7,831",114,1.46,7,6.14,0,5.73,0,"15,618.00","3,192.00",5.4,"3,186.60"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29792-0227_20A-3881,Find The Right ERP System TODAY With Epicor,411,0,0,"8,557",75,0.88,6,8,0,6.8,0,"15,618.00","3,192.00",5.9,"3,186.10"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29795-0228_13A-3897,Let Epicor Get Your Factory Fit For The Future Today,411,0,0,"9,713",74,0.76,29,39.19,0,7.27,0,"15,618.00","3,192.00",6.7,"3,185.30"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29786-0304_13A-3940,Keep Your Business Current And Competitive With Epicor,411,0,0,"11,894",116,0.98,40,34.48,0,4.59,0,"15,618.00","3,192.00",8.21,"3,183.79"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29789-0305_13A-3945,Let Epicor Help Grow Your Business TODAY,411,0,0,"12,350",253,2.05,419,165.61,0,5.34,0.01,"15,618.00","3,192.00",8.52,"3,183.48"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29792-0307_07A-3969,Find The Right ERP System TODAY With Epicor,411,0,0,"12,453",163,1.31,139,85.28,0,1.14,0,"15,618.00","3,192.00",8.59,"3,183.41"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29786-0309_06A-3989,Keep Your Business Current And Competitive With Epicor,411,0,0,"15,037",147,0.98,135,91.84,0,0.03,0,"15,618.00","3,192.00",10.38,"3,181.62"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29779-0311_04A-4003,Successfully Select A ERP System NOW With Epicor,411,0,0,"12,908",162,1.26,94,58.02,0,0.12,0,"15,618.00","3,192.00",8.91,"3,183.09"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29782-0312_11A-4025,Expand Your Company Growth NOW With Epicor,411,0,0,"10,542",110,1.04,174,158.18,0,4.17,0,"15,618.00","3,192.00",7.27,"3,184.73"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29789-0313_03A-4031,Let Epicor Help Grow Your Business TODAY,411,0,0,"17,194",71,0.41,32,45.07,0,0.14,0,"15,618.00","3,192.00",11.86,"3,180.14"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29786-0314_08BA-4049,Keep Your Business Current And Competitive With Epicor,411,0,0,"35,837","2,368",6.61,"1,997",84.33,0,1.22,0,"15,618.00","3,192.00",24.73,"3,167.27"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29795-0317_04A-4068,Let Epicor Get Your Factory Fit For The Future Today,411,0,0,"40,918",281,0.69,277,98.58,0,0.21,0,"15,618.00","3,192.00",28.23,"3,163.77"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29779-0319_01A-4074,Successfully Select A ERP System NOW With Epicor,411,0,0,"20,176",93,0.46,49,52.69,0,0.38,0,"15,618.00","3,192.00",13.92,"3,178.08"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29789-0321_01A-4098,Let Epicor Help Grow Your Business TODAY,411,0,0,"18,837",104,0.55,517,497.12,0,2.89,0,"15,618.00","3,192.00",13,"3,179"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29782-0323_01A-4137,Expand Your Company Growth NOW With Epicor,411,0,0,"27,972",159,0.57,117,73.58,0,9.43,0,"15,618.00","3,192.00",19.3,"3,172.70"
17959-00004290-Epicor,17959-00004290-Epicor-Phone Confirmation-29795-0325_11A-4162,Let Epicor Get Your Factory Fit For The Future Today,411,0,0,"18,450",79,0.43,35,44.3,0,0.28,0,"15,618.00","3,192.00",12.73,"3,179.27"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30358-0221_05A-3818,Big Changes Coming To Your Data Security By Next Year? Mitigate Risks & More With Dell EMC,636,0,0,"57,688","1,849",3.21,110,5.95,0,10.6,0.78,"33,072.00","7,644.00",39.8,"7,604.20"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30360-0225_09A-3843,Deciding On How To Transform Your Data Security Within The Next 6 Months? With Dell EMC You Won't Fall Prey To Any Potential Risks.,636,0,0,"38,964",756,1.94,19,2.51,0,4.84,0.61,"33,072.00","7,644.00",26.89,"7,617.11"
17964-00004446-DellEMC,"17964-00004446-Dell-Phone Confirmation-30360-0227_13A-3866,3879",Deciding On How To Transform Your Data Security? With Dell EMC You Won't Fall Prey To Any Potential Risks,636,0,0,"48,622",838,1.72,31,3.7,0,3.55,0.54,"33,072.00","7,644.00",33.55,"7,610.45"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30359-0228_07A-3906,Looking To Change PC Lifecycle Management Within The Next Couple Years? Look No Further Than Dell EMC.,636,0,0,"45,577",484,1.06,5,1.03,0,5.01,0.33,"33,072.00","7,644.00",31.45,"7,612.55"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30358-0301_07A-3919,Big Changes Coming To Your Data Security By Next Year? Mitigate Risks & More With Dell EMC,636,0,0,"36,746",633,1.72,19,3,0,3.05,0.35,"33,072.00","7,644.00",25.35,"7,618.65"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30387-0305_07A-3932,Need To Upgrade Your Workplace Tech? Keep Your Organization Future-Ready By Investing In Dell Today!,636,0,0,161,13,8.07,1,7.69,0,0,0.62,"33,072.00","7,644.00",0.11,"7,643.89"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30360-0306_01A-3952,Deciding On How To Transform Your Data Security Within The Next 6 Months? With Dell EMC You Won't Fall Prey To Any Potential Risks.,636,0,0,"11,288",377,3.34,512,135.81,0,1.2,1.16,"33,072.00","7,644.00",7.79,"7,636.21"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30359-0306_12A-3964,Looking To Change PC Lifecycle Management Within The Next Couple Years? Look No Further Than Dell EMC.,636,0,0,"18,231",428,2.35,404,94.39,0,1.31,0.77,"33,072.00","7,644.00",12.58,"7,631.42"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30358-0308_07A-3983,Big Changes Coming To Your Data Security By Next Year? Mitigate Risks & More With Dell EMC,636,0,0,"15,930",294,1.85,312,106.12,0,1.23,0.34,"33,072.00","7,644.00",10.99,"7,633.01"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30387-0310_05A-3992,Need To Upgrade Your Workplace Tech? Keep Your Organization Future-Ready By Investing In Dell Today!,636,0,0,"9,100",144,1.58,39,27.08,0,0.38,0.26,"33,072.00","7,644.00",6.28,"7,637.72"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30360-0312_05A-4013,Deciding On How To Transform Your Data Security Within The Next 6 Months? With Dell EMC You Won't Fall Prey To Any Potential Risks.,636,0,0,"16,945",247,1.46,340,137.65,0,2.18,0.42,"33,072.00","7,644.00",11.69,"7,632.31"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30359-0314_04A-4040,Looking To Change PC Lifecycle Management Within The Next Couple Years? Look No Further Than Dell EMC.,636,0,0,"15,941",103,0.65,57,55.34,0,0.06,0.15,"33,072.00","7,644.00",11,"7,633"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30358-0316_08A-4062,Big Changes Coming To Your Data Security By Next Year? Mitigate Risks & More With Dell EMC,636,0,0,"18,866",136,0.72,87,63.97,0,0.08,0.13,"33,072.00","7,644.00",13.02,"7,630.98"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30387-0319_04A-4077,Need To Upgrade Your Workplace Tech? Keep Your Organization Future-Ready By Investing In Dell Today!,636,0,0,"9,659",59,0.61,4,6.78,0,0.33,0.13,"33,072.00","7,644.00",6.66,"7,637.34"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30360-0321_04A-4102,Deciding On How To Transform Your Data Security Within The Next 6 Months? With Dell EMC You Won't Fall Prey To Any Potential Risks.,636,0,0,"21,296",34,0.16,1,2.94,0,0.34,0.08,"33,072.00","7,644.00",14.69,"7,629.31"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30359-0323_04A-4140,Looking To Change PC Lifecycle Management Within The Next Couple Years? Look No Further Than Dell EMC.,636,0,0,"12,369",96,0.78,174,181.25,0,1.66,0.25,"33,072.00","7,644.00",8.53,"7,635.47"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30358-0326_07A-4163,Big Changes Coming To Your Data Security By Next Year? Mitigate Risks & More With Dell EMC,636,0,0,"18,183",62,0.34,134,216.13,0,0.09,0.16,"33,072.00","7,644.00",12.55,"7,631.45"
17964-00004446-DellEMC,17964-00004446-Dell-Phone Confirmation-30387-0328_05A-4181,Need To Upgrade Your Workplace Tech? Keep Your Organization Future-Ready By Investing In Dell Today!,636,0,0,"13,584",38,0.28,4,10.53,0,0.21,0.07,"33,072.00","7,644.00",9.37,"7,634.63"
17965-00004294-DellEMC,17965-00004294-Dell-Phone Confirmation-30628-0312_07A-4020,Equip Your Team With The Best! Get Dell Rugged Tablets and Laptops TODAY,200,1,0.5,"22,130","1,599",7.23,894,55.91,0,3.29,1.99,"11,400.00","2,736.00",15.27,"2,720.73"
17965-00004294-DellEMC,17965-00004294-Dell-Phone Confirmation-30636-0314_06A-4041,"For Even The Harshest Environments, Dell Is Your Key Iron-Clad Security. Learn more Today!",200,1,0.5,"24,101",605,2.51,397,65.62,0,0.26,0.45,"11,400.00","2,736.00",16.63,"2,719.37"
17965-00004294-DellEMC,17965-00004294-Dell-Phone Confirmation-30638-0316_09A-4065,Learn About The Advantages Of Deploying Dell Rugged PCs. Download Dell's WhitePaper Today!,200,1,0.5,"20,420",320,1.57,47,14.69,0,0.19,0.09,"11,400.00","2,736.00",14.09,"2,721.91"
17965-00004294-DellEMC,17965-00004294-Dell-Phone Confirmation-30628-0319_05A-4079,Equip Your Team With The Best! Get Dell Rugged Tablets and Laptops TODAY,200,1,0.5,"15,321",135,0.88,41,30.37,0,0.11,0.16,"11,400.00","2,736.00",10.57,"2,725.43"
17965-00004294-DellEMC,17965-00004294-Dell-Phone Confirmation-30636-0321_05A-4101,"For Even The Harshest Environments, Dell Is Your Key Iron-Clad Security. Learn more Today!",200,1,0.5,"13,463",90,0.67,608,675.56,0,0.82,0.36,"11,400.00","2,736.00",9.29,"2,726.71"
17965-00004294-DellEMC,17965-00004294-Dell-Phone Confirmation-30638-0323_05A-4141,Learn About The Advantages Of Deploying Dell Rugged PCs. Download Dell's WhitePaper Today!,200,1,0.5,"13,222",72,0.54,28,38.89,0,7.31,0.05,"11,400.00","2,736.00",9.12,"2,726.88"
17965-00004294-DellEMC,17965-00004294-Dell-Phone Confirmation-30628-0326_08A-4165,Equip Your Team With The Best! Get Dell Rugged Tablets and Laptops TODAY,200,1,0.5,"18,306",170,0.93,136,80,0,0.17,0.15,"11,400.00","2,736.00",12.63,"2,723.37"
17965-00004294-DellEMC,17965-00004294-Dell-Phone Confirmation-30636-0328_06A-4178,"For Even The Harshest Environments, Dell Is Your Key Iron-Clad Security. Learn more Today!",200,1,0.5,"18,203",72,0.4,5,6.94,0,1.43,0.12,"11,400.00","2,736.00",12.56,"2,723.44"
17965-00004294-DellEMC,17965-00004294-Dell-Phone Confirmation-30638-0331_12A-4203,Learn About The Advantages Of Deploying Dell Rugged PCs. Download Dell's WhitePaper Today!,200,1,0.5,"19,329",117,0.61,11,9.4,0,0.25,0.07,"11,400.00","2,736.00",13.34,"2,722.66"
17967-00004302-Fujitsu,17967-00004302-Fujitsu-Phone Confirmation-29924-0222_06A-3824,Know The Signs of A Failing Inventory Management System So You Can Prevent It,180,1,0.56,"23,104",765,3.31,250,32.68,0,6.12,0,0,0,15.94,-15.94
17967-00004302-Fujitsu,17967-00004302-Fujitsu-Phone Confirmation-29924-0225_06A-3840,Know The Signs of A Failing Inventory Management System So You Can Prevent It,180,1,0.56,"22,709",645,2.84,166,25.74,0,3.98,0,0,0,15.67,-15.67
17967-00004302-Fujitsu,17967-00004302-Fujitsu-Phone Confirmation-29927-0227_10A-3876,Discover How Canon USA Benefits From Using Fujitsu GLOVIA OM,180,1,0.56,"34,253","1,044",3.05,455,43.58,0,2.9,0.01,0,0,23.63,-23.63
17967-00004302-Fujitsu,17967-00004302-Fujitsu-Phone Confirmation-29928-0301_09A-3908,Learn How Your Team Can Access Vital Information on The Go With Fujitsu,180,1,0.56,"25,579",501,1.96,71,14.17,0,1.72,0,0,0,17.65,-17.65
17967-00004302-Fujitsu,17967-00004302-Fujitsu-Phone Confirmation-30071-0305_10A-3933,"An App to Empower your Sales, Partners and Warehouse Team",180,1,0.56,"53,184","2,632",4.95,"2,355",89.48,0,1.46,0,0,0,36.7,-36.7
17967-00004302-Fujitsu,17967-00004302-Fujitsu-Phone Confirmation-30073-0307_04A-3967,Learn More About How Real Customers Have Benefited From Fujitsu GLOVIA OM,180,1,0.56,"23,253",907,3.9,817,90.08,0,1.51,0,0,0,16.04,-16.04
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30614-0318_04A-4073,Has Your Business Started Their Digital Transformation? Download Our 3-part Guide Today To Learn About What You Can Be Doing To Prepare,97,0,0,"204,269","15,385",7.53,"9,408",61.15,0,3.9,0.01,"11,543.00",119,140.95,-21.95
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30616-0320_03A-4092,Modernization Is Key To Your Digital Transformation,97,0,0,"59,881","2,195",3.67,463,21.09,0,6.19,0,"11,543.00",119,41.32,77.68
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30618-0322_04A-4126,The Key To Data Protection and Recovery is Planning. Plan Ahead with Rackspace!,97,0,0,"109,417","3,930",3.59,"1,743",44.35,0,10.59,0,"11,543.00",119,75.5,43.5
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30614-0324_05A-4148,Has Your Business Started Their Digital Transformation? Download Our 3-part Guide Today To Learn About What You Can Be Doing To Prepare,97,0,0,"35,365","1,186",3.35,557,46.96,0,9.75,0.01,"11,543.00",119,24.4,94.6
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30616-0327_05A-4171,Modernization Is Key To Your Digital Transformation,97,0,0,"79,354","1,882",2.37,"1,212",64.4,0,1.15,0,"11,543.00",119,54.75,64.25
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30618-0329_02A-4189,The Key To Data Protection and Recovery is Planning. Plan Ahead with Rackspace!,97,0,0,"12,333",387,3.14,236,60.98,0,0.11,0,"11,543.00",119,8.51,110.49
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30614-0401_02A-4198,Has Your Business Started Their Digital Transformation? Download Our 3-part Guide Today To Learn About What You Can Be Doing To Prepare,97,0,0,"17,590",590,3.35,315,53.39,0,0.16,0,"11,543.00",119,12.14,106.86
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30616-0403_01A-4217,Modernization Is Key To Your Digital Transformation,97,0,0,"7,518",799,10.63,490,61.33,0.01,1.72,0,"11,543.00",119,5.19,113.81
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30618-0404_07A-4237,The Key To Data Protection and Recovery is Planning. Plan Ahead with Rackspace!,97,0,0,"9,172",516,5.63,167,32.36,0,4.83,0.01,"11,543.00",119,6.33,112.67
17975-00004434-Rackspace,17975-00004434-Rackspace-Phone Confirmation-30614-0407_02A-4249,Has Your Business Started Their Digital Transformation? Download Our 3-part Guide Today To Learn About What You Can Be Doing To Prepare,97,0,0,"65,903",719,1.09,358,49.79,0,5.26,0,"11,543.00",119,45.47,73.53
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30246-0225_01A-3837,"Discover MuleSoft?s 7 Ways API?s, Microservices, and DevOps Can Transform Your Business",750,1,0.13,"37,485","1,174",3.13,237,20.19,0,6.38,0.01,"24,000.00","5,088.00",25.86,"5,062.14"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30249-0226_07A-3862,Discover How To Create Compelling Customer Experiences With MuleSoft,750,1,0.13,"35,299",849,2.41,84,9.89,0,4.44,0.01,"24,000.00","5,088.00",24.36,"5,063.64"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30253-0227_19A-3884,Learn How Your Company Can Embrace A Digital Transformation With MuleSoft,750,1,0.13,"9,796",479,4.89,57,11.9,0,11.91,0.03,"24,000.00","5,088.00",6.76,"5,081.24"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30246-0301_14A-3911,"Discover MuleSoft?s 7 Ways API?s, Microservices, and DevOps Can Transform Your Business",750,1,0.13,"30,272",340,1.12,152,44.71,0,1.53,0.02,"24,000.00","5,088.00",20.89,"5,067.11"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30249-0304_12A-3935,Discover How To Create Compelling Customer Experiences With MuleSoft,750,1,0.13,"22,155",812,3.67,936,115.27,0,2.92,0.02,"24,000.00","5,088.00",15.29,"5,072.71"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30253-0307_06A-3971,Learn How Your Company Can Embrace A Digital Transformation With MuleSoft,750,1,0.13,"35,548","1,250",3.52,987,78.96,0,3.58,0,"24,000.00","5,088.00",24.53,"5,063.47"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30246-0309_05A-3988,"Discover MuleSoft?s 7 Ways API?s, Microservices, and DevOps Can Transform Your Business",750,1,0.13,"36,570","1,122",3.07,573,51.07,0,0.04,0,"24,000.00","5,088.00",25.23,"5,062.77"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30249-0311_01A-4002,Discover How To Create Compelling Customer Experiences With MuleSoft,750,1,0.13,"41,881","1,116",2.66,816,73.12,0,0.26,0,"24,000.00","5,088.00",28.9,"5,059.10"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30253-0312_10A-4024,Learn How Your Company Can Embrace A Digital Transformation With MuleSoft,750,1,0.13,"16,856",284,1.68,179,63.03,0,1.47,0,"24,000.00","5,088.00",11.63,"5,076.37"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30246-0314_09A-4044,"Discover MuleSoft?s 7 Ways API?s, Microservices, and DevOps Can Transform Your Business",750,1,0.13,"28,638",346,1.21,80,23.12,0,0.35,0,"24,000.00","5,088.00",19.76,"5,068.24"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30249-0317_01A-4064,Discover How To Create Compelling Customer Experiences With MuleSoft,750,1,0.13,"41,266",336,0.81,35,10.42,0,0.09,0,"24,000.00","5,088.00",28.47,"5,059.53"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30253-0319_06A-4080,Learn How Your Company Can Embrace A Digital Transformation With MuleSoft,750,1,0.13,"11,000",67,0.61,26,38.81,0,0.15,0,"24,000.00","5,088.00",7.59,"5,080.41"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30246-0321_06A-4103,"Discover MuleSoft?s 7 Ways API?s, Microservices, and DevOps Can Transform Your Business",750,1,0.13,"38,555",173,0.45,27,15.61,0,1.09,0,"24,000.00","5,088.00",26.6,"5,061.40"
17977-00004317-Mulesoft,17977-00004317-Mulesoft-Phone Confirmation-30249-0323_06A-4142,Discover How To Create Compelling Customer Experiences With MuleSoft,750,1,0.13,"9,259",65,0.7,9,13.85,0,2.88,0,"24,000.00","5,088.00",6.39,"5,081.61"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30262-0225_02A-3833,Learn How To Efficiently Modernize Your Legacy System With MuleSoft,250,0,0,"10,233",218,2.13,30,13.76,0,7.61,0,"10,500.00","1,974.00",7.06,"1,966.94"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30265-0226_05A-3861,Learn How MuleSoft Can Help Transform Your Business For The Better,250,0,0,"10,164",192,1.89,42,21.88,0,6.59,0,"10,500.00","1,974.00",7.01,"1,966.99"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30268-0228_08A-3894,"Discover How APIs Becoming Crucial To Bank Integration, Functionality, and Innovation From MuleSoft",250,0,0,"7,329",121,1.65,13,10.74,0,4.39,0,"10,500.00","1,974.00",5.06,"1,968.94"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30262-0304_08A-3926,Learn How To Efficiently Modernize Your Legacy System With MuleSoft,250,0,0,"6,270",87,1.39,3,3.45,0,1.2,0,"10,500.00","1,974.00",4.33,"1,969.67"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30265-0306_05A-3956,Learn How MuleSoft Can Help Transform Your Business For The Better,250,0,0,"9,561",445,4.65,589,132.36,0,3.96,0,"10,500.00","1,974.00",6.6,"1,967.40"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30268-0308_04A-3981,"Discover How APIs Becoming Crucial To Bank Integration, Functionality, and Innovation From MuleSoft",250,0,0,"10,792",398,3.69,335,84.17,0,0.65,0,"10,500.00","1,974.00",7.45,"1,966.55"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30262-0310_02A-4006,Learn How To Efficiently Modernize Your Legacy System With MuleSoft,250,0,0,"9,721",398,4.09,320,80.4,0,0.07,0,"10,500.00","1,974.00",6.71,"1,967.29"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30265-0312_02A-4011,Learn How MuleSoft Can Help Transform Your Business For The Better,250,0,0,"18,258",427,2.34,516,120.84,0,0.86,0.01,"10,500.00","1,974.00",12.6,"1,961.40"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30268-0314_02A-4038,"Discover How APIs Becoming Crucial To Bank Integration, Functionality, and Innovation From MuleSoft",250,0,0,"9,654",236,2.44,234,99.15,0,1.34,0,"10,500.00","1,974.00",6.66,"1,967.34"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30262-0316_06A-4060,Learn How To Efficiently Modernize Your Legacy System With MuleSoft,250,0,0,"8,760",68,0.78,43,63.24,0,0.07,0,"10,500.00","1,974.00",6.04,"1,967.96"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30265-0319_03A-4076,Learn How MuleSoft Can Help Transform Your Business For The Better,250,0,0,"10,007",42,0.42,14,33.33,0,0.09,0,"10,500.00","1,974.00",6.9,"1,967.10"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30268-0321_03A-4100,"Discover How APIs Becoming Crucial To Bank Integration, Functionality, and Innovation From MuleSoft",250,0,0,"6,776",41,0.61,5,12.2,0,0.49,0,"10,500.00","1,974.00",4.68,"1,969.32"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30262-0323_03A-4139,"Discover How APIs Becoming Crucial To Bank Integration, Functionality, and Innovation From MuleSoft",250,0,0,"7,495",79,1.05,171,216.46,0,1.89,0,"10,500.00","1,974.00",5.17,"1,968.83"
17977-00004320-Mulesoft,17977-00004320-Mulesoft-Phone Confirmation-30265-0326_03A-4158,Learn How MuleSoft Can Help Transform Your Business For The Better,250,0,0,"14,905",99,0.66,191,192.93,0,0.11,0,"10,500.00","1,974.00",10.28,"1,963.72"
17977-00004323-Mulesoft,17977-00004323-Mulesoft-Phone Confirmation-30286-0225_03A-3838,Learn How Modernization Will Help Government Deliver Better Services To The American Public With MuleSoft,55,0,0,"3,811",139,3.65,76,54.68,0,9.05,0,"2,310.00",294,2.63,291.37
17977-00004323-Mulesoft,17977-00004323-Mulesoft-Phone Confirmation-30287-0226_08A-3874,Discover Why Government Must Change Its IT Operating Model With MuleSoft,55,0,0,"1,909",124,6.5,48,38.71,0,7.7,0,"2,310.00",294,1.32,292.68
17977-00004323-Mulesoft,17977-00004323-Mulesoft-Phone Confirmation-30292-30292A-3880,Discover The Importance of API-led Connectivity And How MuleSoft Can Help You Make The Switch,55,0,0,"4,066",148,3.64,21,14.19,0,6.54,0,"2,310.00",294,2.81,291.19
17977-00004323-Mulesoft,17977-00004323-Mulesoft-Phone Confirmation-30286-0301_13A-3916,Learn How Modernization Will Help Government Deliver Better Services To The American Public With MuleSoft,55,0,0,"5,096",111,2.18,54,48.65,0,5.57,0.02,"2,310.00",294,3.52,290.48
17977-00004323-Mulesoft,17977-00004323-Mulesoft-Phone Confirmation-30287-0304_11A-3934,Discover Why Government Must Change Its IT Operating Model With MuleSoft,55,0,0,"5,487",205,3.74,106,51.71,0,2.08,0,"2,310.00",294,3.79,290.21
17977-00004324-Mulesoft,17977-00004324-Mulesoft-Phone Confirmation-30295-0225_04A-3835,Learn How An API-led Connectivity Can Rapidly Improve Your Customer Experience With MuleSoft,90,0,0,"9,805",264,2.69,161,60.98,0,6.89,0,"3,780.00","1,680.00",6.77,"1,673.23"
17977-00004324-Mulesoft,17977-00004324-Mulesoft-Phone Confirmation-30298-0226_06A-3873,Explore Why Consumers Favor Connectivity Over Transactions With MuleSoft,90,0,0,"10,774",282,2.62,86,30.5,0,4.19,0,"3,780.00","1,680.00",7.43,"1,672.57"
17977-00004324-Mulesoft,17977-00004324-Mulesoft-Phone Confirmation-30302-0228_10BA-3907,Read About The Powerful Effects of MuleSoft's Anypoint Platform Through Project Nightingale,90,0,0,"5,258",118,2.24,19,16.1,0,4.28,0,"3,780.00","1,680.00",3.63,"1,676.37"
17977-00004324-Mulesoft,17977-00004324-Mulesoft-Phone Confirmation-30295-0304_10A-3928,Learn How An API-led Connectivity Can Rapidly Improve Your Customer Experience With MuleSoft,90,0,0,"10,886",234,2.15,52,22.22,0,1.9,0,"3,780.00","1,680.00",7.51,"1,672.49"
17977-00004324-Mulesoft,17977-00004324-Mulesoft-Phone Confirmation-30298-0306_07A-3957,Explore Why Consumers Favor Connectivity Over Transactions With MuleSoft,90,0,0,"7,583",416,5.49,376,90.38,0,3.13,0,"3,780.00","1,680.00",5.23,"1,674.77"
17977-00004324-Mulesoft,17977-00004324-Mulesoft-Phone Confirmation-30302-0308_05A-3982,Read About The Powerful Effects of MuleSoft's Anypoint Platform Through Project Nightingale,90,0,0,"13,171",564,4.28,370,65.6,0,0.63,0,"3,780.00","1,680.00",9.09,"1,670.91"
